,Sentence,Output
756,"Ford Motor Company has issued a recall for certain 2018-2020 F-150 pickup trucks due to a defective brake system component that may lead to brake failure. Owners should contact their nearest Ford dealer to have the faulty part replaced free of charge. The recall commenced on October 5, 2020. Call 1-800-392-3673 for more details.","[{'Entity': 'brake system component', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'F-150 pickup trucks', 'Label': 'Vehicle_model'}, {'Entity': 'have the faulty part replaced free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Ford Motor Company', 'Label': 'Manufacturer'}, {'Entity': 'October 5, 2020', 'Label': 'Recall_date'}]"
757,"Honda Motor Co. is conducting a recall for certain 2016-2019 Civic hatchbacks due to a faulty transmission component that could result in abrupt gear shifts. Owners are urged to visit an authorized Honda service center for a no-cost repair. The recall started on April 18, 2020. Contact 1-800-999-1009 for further assistance.","[{'Entity': 'transmission component', 'Label': 'Component'}, {'Entity': 'abrupt gear shifts', 'Label': 'Failure_issue'}, {'Entity': 'Civic hatchbacks', 'Label': 'Vehicle_model'}, {'Entity': 'no-cost repair', 'Label': 'Corrective_action'}, {'Entity': 'Honda Motor Co.', 'Label': 'Manufacturer'}, {'Entity': 'April 18, 2020', 'Label': 'Recall_date'}]"
758,"Chevrolet is recalling certain 2015-2020 Silverado trucks due to a defective airbag deployment system component that may fail to function in a collision. Owners are instructed to visit a Chevrolet dealership for a complimentary replacement. The recall announcement was made on September 15, 2020. Reach out to 1-800-222-1020 for more information.","[{'Entity': 'airbag deployment system component', 'Label': 'Component'}, {'Entity': 'fail to function in a collision', 'Label': 'Failure_issue'}, {'Entity': 'Silverado trucks', 'Label': 'Vehicle_model'}, {'Entity': 'complimentary replacement', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'September 15, 2020', 'Label': 'Recall_date'}]"
759,"Nissan North America is recalling certain 2017-2021 Altima sedans for a faulty engine cooling system component that may lead to overheating issues. Altima owners can have the part replaced at an authorized Nissan service center at no extra cost. The recall took effect on June 22, 2021. Contact 1-800-647-7261 for further support.","[{'Entity': 'engine cooling system component', 'Label': 'Component'}, {'Entity': 'overheating issues', 'Label': 'Failure_issue'}, {'Entity': 'Altima sedans', 'Label': 'Vehicle_model'}, {'Entity': 'have the part replaced at no extra cost', 'Label': 'Corrective_action'}, {'Entity': 'Nissan North America', 'Label': 'Manufacturer'}, {'Entity': 'June 22, 2021', 'Label': 'Recall_date'}]"
760,"Toyota Motor Corporation is recalling certain model year 2010-2015 Camry sedans due to a faulty airbag sensor located in the steering wheel. The sensor failure may result in the airbag not deploying in a crash situation, increasing the risk of injury to the driver or passengers. Toyota will notify owners, and dealers will replace the defective sensor free of charge. The recall is set to begin on July 1, 2020.","[{'Entity': 'airbag sensor', 'Label': 'Component'}, {'Entity': 'airbag not deploying', 'Label': 'Failure_issue'}, {'Entity': 'Camry sedans', 'Label': 'Vehicle_model'}, {'Entity': 'dealers will replace the defective sensor free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Toyota Motor Corporation', 'Label': 'Manufacturer'}, {'Entity': 'July 1, 2020', 'Label': 'Recall_date'}]"
761,"Ford Motor Company is recalling a specific batch of 2018-2020 F-150 pickup trucks due to potential brake pedal failure. The faulty brake pedals may result in the driver losing braking control, leading to a higher risk of accidents. Ford will contact affected owners, and authorized dealers will replace the defective brake pedals at no cost. The recall is scheduled to commence on June 15, 2021.","[{'Entity': 'brake pedal', 'Label': 'Component'}, {'Entity': 'brake pedal failure', 'Label': 'Failure_issue'}, {'Entity': 'F-150 pickup trucks', 'Label': 'Vehicle_model'}, {'Entity': 'authorized dealers will replace the defective brake pedals at no cost', 'Label': 'Corrective_action'}, {'Entity': 'Ford Motor Company', 'Label': 'Manufacturer'}, {'Entity': 'June 15, 2021', 'Label': 'Recall_date'}]"
762,"Honda Motor Co., Ltd is issuing a recall for 2016-2021 Accord hybrid vehicles due to potential battery overheating issues. The overheating can lead to electrical malfunctions and even fire hazards, posing a significant safety risk. Owners will be contacted by Honda, and authorized service centers will replace the faulty batteries as part of the free corrective action. The recall will start on September 10, 2021.","[{'Entity': 'battery overheating', 'Label': 'Failure_issue'}, {'Entity': 'Accord hybrid vehicles', 'Label': 'Vehicle_model'}, {'Entity': 'authorized service centers will replace the faulty batteries as part of the free corrective action', 'Label': 'Corrective_action'}, {'Entity': 'Honda Motor Co., Ltd', 'Label': 'Manufacturer'}, {'Entity': 'September 10, 2021', 'Label': 'Recall_date'}]"
763,"Chevrolet is announcing a recall for 2017-2019 Silverado pickup trucks due to potential seatbelt buckle detachment. The defective buckles may cause the seatbelt to unfasten unexpectedly during a collision, increasing the risk of severe injuries. Chevrolet will send notifications to registered owners, and authorized dealers will replace the faulty seatbelt buckles free of charge. The recall is set to kick off on August 5, 2021.","[{'Entity': 'seatbelt buckle', 'Label': 'Component'}, {'Entity': 'seatbelt buckle detachment', 'Label': 'Failure_issue'}, {'Entity': 'Silverado pickup trucks', 'Label': 'Vehicle_model'}, {'Entity': 'authorized dealers will replace the faulty seatbelt buckles free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'August 5, 2021', 'Label': 'Recall_date'}]"
764,"Nissan North America, Inc. is recalling a series of 2019-2020 Rogue SUVs for potential hood latch malfunctions. The faulty latches could lead to the hood unexpectedly opening while driving, posing a risk of accidents and injuries. Nissan will reach out to impacted owners, and authorized repair centers will replace the defective latches as part of the recall service. The recall is effective from October 20, 2021.","[{'Entity': 'hood latch', 'Label': 'Component'}, {'Entity': 'hood latch malfunctions', 'Label': 'Failure_issue'}, {'Entity': 'Rogue SUVs', 'Label': 'Vehicle_model'}, {'Entity': 'authorized repair centers will replace the defective latches as part of the recall service', 'Label': 'Corrective_action'}, {'Entity': 'Nissan North America, Inc.', 'Label': 'Manufacturer'}, {'Entity': 'October 20, 2021', 'Label': 'Recall_date'}]"
765,"General Motors is recalling certain model year 2015-2018 Chevrolet Silverado trucks due to a faulty brake component that can cause sudden brake failure. Owners are advised to bring their vehicles to authorized dealers for a free inspection and replacement of the defective part. The recall began on January 10, 2019. Contact General Motors at 1-800-222-1020 for more information.","[{'Entity': 'brake component', 'Label': 'Component'}, {'Entity': 'sudden brake failure', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'free inspection and replacement of the defective part', 'Label': 'Corrective_action'}, {'Entity': 'General Motors', 'Label': 'Manufacturer'}, {'Entity': 'January 10, 2019', 'Label': 'Recall_date'}]"
766,"Ford is issuing a recall for certain 2016-2019 Ford Explorer SUVs equipped with faulty airbag components that may rupture during deployment, posing a serious safety risk to occupants. Owners should contact their nearest Ford dealership for a free airbag replacement. The recall commenced on March 15, 2020. Call Ford at 1-800-392-3673 for assistance.","[{'Entity': 'airbag components', 'Label': 'Component'}, {'Entity': 'rupture during deployment', 'Label': 'Failure_issue'}, {'Entity': 'Ford Explorer', 'Label': 'Vehicle_model'}, {'Entity': 'free airbag replacement', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'March 15, 2020', 'Label': 'Recall_date'}]"
767,"Toyota has announced a recall for select 2014-2017 Toyota Corolla sedans due to a defective fuel pump component that could lead to engine stalling, increasing the risk of a crash. Authorized Toyota service centers will replace the faulty fuel pump at no cost to owners. The recall started on February 5, 2018. Reach out to Toyota at 1-800-331-4331 for further details.","[{'Entity': 'fuel pump component', 'Label': 'Component'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'Toyota Corolla', 'Label': 'Vehicle_model'}, {'Entity': 'replace the faulty fuel pump at no cost to owners', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'February 5, 2018', 'Label': 'Recall_date'}]"
768,"Honda is recalling a batch of 2017-2020 Honda Civic vehicles due to a faulty transmission component that could result in sudden gear shifts, potentially causing accidents. Honda dealerships will inspect and repair the transmission free of charge. The recall kicked off on May 20, 2021. Contact Honda at 1-888-234-2138 for assistance.","[{'Entity': 'transmission component', 'Label': 'Component'}, {'Entity': 'sudden gear shifts', 'Label': 'Failure_issue'}, {'Entity': 'Honda Civic', 'Label': 'Vehicle_model'}, {'Entity': 'inspect and repair the transmission free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'May 20, 2021', 'Label': 'Recall_date'}]"
769,"Nissan has issued a recall for specific 2018-2021 Nissan Rogue SUVs due to a faulty brake light component that could lead to rear-end collisions. Nissan dealers will replace the defective brake light at no expense to the owners. The recall was initiated on September 3, 2021. For more information, call Nissan at 1-800-647-7261.","[{'Entity': 'brake light component', 'Label': 'Component'}, {'Entity': 'rear-end collisions', 'Label': 'Failure_issue'}, {'Entity': 'Nissan Rogue', 'Label': 'Vehicle_model'}, {'Entity': 'replace the defective brake light at no expense to the owners', 'Label': 'Corrective_action'}, {'Entity': 'Nissan', 'Label': 'Manufacturer'}, {'Entity': 'September 3, 2021', 'Label': 'Recall_date'}]"
770,"Toyota is recalling certain 2010-2015 Camry models due to a faulty engine component that may result in unexpected stalling, posing a safety risk to the occupants. Owners are advised to contact Toyota customer service at 1-800-331-4331 for a free corrective action. The recall is effective from March 15, 2015.","[{'Entity': 'engine component', 'Label': 'Component'}, {'Entity': 'unexpected stalling', 'Label': 'Failure_issue'}, {'Entity': 'Camry', 'Label': 'Vehicle_model'}, {'Entity': 'contact Toyota customer service at 1-800-331-4331 for a free corrective action', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'March 15, 2015', 'Label': 'Recall_date'}]"
771,"Honda is issuing a recall for certain 2018-2020 Accord models citing a defective airbag sensor that may fail to deploy in a collision, increasing the risk of injuries. Affected owners can reach out to Honda at 1-888-234-2138 for the recall action. The recall commencement date is set for June 10, 2020.","[{'Entity': 'airbag sensor', 'Label': 'Component'}, {'Entity': 'fail to deploy in a collision', 'Label': 'Failure_issue'}, {'Entity': 'Accord', 'Label': 'Vehicle_model'}, {'Entity': 'reach out to Honda at 1-888-234-2138 for the recall action', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'June 10, 2020', 'Label': 'Recall_date'}]"
772,"Porsche has identified a safety concern in certain 2015-2017 911 models related to a defective brake component that may lead to decreased braking performance. Porsche recommends affected customers to contact them at 1-800-767-7243 for a prompt corrective action. The recall was initiated on November 20, 2017.","[{'Entity': 'brake component', 'Label': 'Component'}, {'Entity': 'decreased braking performance', 'Label': 'Failure_issue'}, {'Entity': '911', 'Label': 'Vehicle_model'}, {'Entity': 'contact them at 1-800-767-7243 for a prompt corrective action', 'Label': 'Corrective_action'}, {'Entity': 'Porsche', 'Label': 'Manufacturer'}, {'Entity': 'November 20, 2017', 'Label': 'Recall_date'}]"
773,"Ford is recalling certain 2016-2018 Mustang models due to a malfunctioning steering component that may result in loss of steering control, posing a serious safety hazard. Ford urges owners to call 1-866-436-7332 for a complimentary corrective action. The recall will start on May 5, 2018.","[{'Entity': 'steering component', 'Label': 'Component'}, {'Entity': 'loss of steering control', 'Label': 'Failure_issue'}, {'Entity': 'Mustang', 'Label': 'Vehicle_model'}, {'Entity': 'call 1-866-436-7332 for a complimentary corrective action', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'May 5, 2018', 'Label': 'Recall_date'}]"
774,"Chevrolet has issued a recall for certain 2017-2019 Silverado models over a faulty electrical component that could lead to engine failure, posing a potential safety threat. Affected individuals are advised to contact Chevrolet customer service at 1-800-222-1020 for immediate corrective measures. The recall was initiated on September 17, 2019.","[{'Entity': 'electrical component', 'Label': 'Component'}, {'Entity': 'engine failure', 'Label': 'Failure_issue'}, {'Entity': 'Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'contact Chevrolet customer service at 1-800-222-1020 for immediate corrective measures', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'September 17, 2019', 'Label': 'Recall_date'}]"
775,"Toyota is recalling certain 2015-2020 Corolla models manufactured between January 2015 and July 2020. The issue involves the brake pedal assembly, which may develop a malfunction causing brake failure. Owners will be notified, and dealers will replace the faulty brake pedal assembly free of charge. The recall is set to begin on October 15, 2020. For more information, contact Toyota at 1-800-331-4331.","[{'Entity': 'brake pedal assembly', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'dealers will replace the faulty brake pedal assembly free of charge', 'Label': 'Corrective_action'}, {'Entity': 'October 15, 2020', 'Label': 'Recall_date'}]"
776,"Ford is conducting a recall on certain 2018-2021 Explorer SUVs produced from March 2018 to September 2021. The issue revolves around the rear suspension system, where a defect may lead to sudden suspension failure. Affected owners will receive notification, and Ford dealers will rectify the problem by replacing the faulty suspension component. The recall campaign commenced on November 3, 2021. Contact Ford at 1-800-392-3673 for further details.","[{'Entity': 'rear suspension system', 'Label': 'Component'}, {'Entity': 'suspension failure', 'Label': 'Failure_issue'}, {'Entity': 'Explorer SUVs', 'Label': 'Vehicle_model'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'Ford dealers will rectify the problem by replacing the faulty suspension component', 'Label': 'Corrective_action'}, {'Entity': 'November 3, 2021', 'Label': 'Recall_date'}]"
777,"Chevrolet has issued a recall for certain 2016-2019 Silverado pickup trucks manufactured from June 2016 to August 2019. The problem lies in the fuel pump assembly, which could malfunction leading to engine stalling. Owners will be informed, and Chevrolet authorized service centers will replace the defective fuel pump assembly. The recall is effective from December 20, 2019. Call Chevrolet at 1-800-222-1020 for more information.","[{'Entity': 'fuel pump assembly', 'Label': 'Component'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'Silverado pickup trucks', 'Label': 'Vehicle_model'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'Chevrolet authorized service centers will replace the defective fuel pump assembly', 'Label': 'Corrective_action'}, {'Entity': 'December 20, 2019', 'Label': 'Recall_date'}]"
778,"Honda is recalling specific 2017-2020 Accord sedans produced from February 2017 to October 2020. The concern pertains to the airbag control module, which may have a defect resulting in non-deployment during an accident. Affected vehicle owners will receive notice, and Honda dealers will replace the faulty airbag control module. The recall action started on September 5, 2020. Reach out to Honda at 1-888-234-2138 for additional assistance.","[{'Entity': 'airbag control module', 'Label': 'Component'}, {'Entity': 'non-deployment during an accident', 'Label': 'Failure_issue'}, {'Entity': 'Accord sedans', 'Label': 'Vehicle_model'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'Honda dealers will replace the faulty airbag control module', 'Label': 'Corrective_action'}, {'Entity': 'September 5, 2020', 'Label': 'Recall_date'}]"
779,"Nissan has announced a recall for certain 2019-2022 Rogue crossovers assembled between May 2019 and November 2022. The issue relates to the panoramic sunroof glass panel, which may shatter unexpectedly while driving. Notification will be sent to affected owners, and Nissan dealers will conduct the necessary replacement of the sunroof glass panel. The recall initiative commenced on January 10, 2023. Contact Nissan at 1-800-647-7261 for further inquiries.","[{'Entity': 'panoramic sunroof glass panel', 'Label': 'Component'}, {'Entity': 'shatter unexpectedly while driving', 'Label': 'Failure_issue'}, {'Entity': 'Rogue crossovers', 'Label': 'Vehicle_model'}, {'Entity': 'Nissan', 'Label': 'Manufacturer'}, {'Entity': 'Nissan dealers will conduct the necessary replacement of the sunroof glass panel', 'Label': 'Corrective_action'}, {'Entity': 'January 10, 2023', 'Label': 'Recall_date'}]"
780,"The windshield wipers on certain Toyota Camry 2010 models are prone to malfunction due to a faulty motor component. This can lead to reduced visibility in heavy rain or snow, increasing the risk of accidents. Toyota has initiated a recall action, and owners can contact the manufacturer at 1-800-331-4331. The recall started on December 12, 2010.","[{'Entity': 'windshield wipers', 'Label': 'Component'}, {'Entity': 'faulty motor component', 'Label': 'Failure_issue'}, {'Entity': 'reduced visibility', 'Label': 'Failure_issue'}, {'Entity': 'risk of accidents', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'recall action', 'Label': 'Corrective_action'}, {'Entity': 'December 12, 2010', 'Label': 'Recall_date'}]"
781,"Honda Accord 2008 models have been reported to experience brake pedal failures caused by a defective hydraulic component. This defect may result in sudden loss of braking power, posing a serious safety hazard to drivers. Honda will be contacting affected owners for a free repair. The recall process commenced on May 5, 2009.","[{'Entity': 'brake pedal', 'Label': 'Component'}, {'Entity': 'defective hydraulic component', 'Label': 'Failure_issue'}, {'Entity': 'sudden loss of braking power', 'Label': 'Failure_issue'}, {'Entity': 'safety hazard', 'Label': 'Failure_issue'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'free repair', 'Label': 'Corrective_action'}, {'Entity': 'May 5, 2009', 'Label': 'Recall_date'}]"
782,"Chevrolet Silverado 2012 trucks have been found to exhibit steering wheel alignment issues due to a faulty suspension mechanism. This misalignment may lead to difficulty in controlling the vehicle, increasing the risk of rollover accidents. Chevrolet will be conducting a voluntary recall, and impacted customers can reach out to the company at 1-800-222-1020. The recall process began on July 20, 2012.","[{'Entity': 'steering wheel', 'Label': 'Component'}, {'Entity': 'faulty suspension mechanism', 'Label': 'Failure_issue'}, {'Entity': 'difficulty in controlling the vehicle', 'Label': 'Failure_issue'}, {'Entity': 'risk of rollover accidents', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'voluntary recall', 'Label': 'Corrective_action'}, {'Entity': 'July 20, 2012', 'Label': 'Recall_date'}]"
783,"Ford Mustang GT 2015 editions could experience overheating issues in the engine cooling system due to a defective radiator component. This overheating may lead to engine failure, putting drivers at risk of being stranded on the road. Ford has issued a product recall, and owners can contact the company at 1-800-392-3673. The recall was initiated on September 10, 2015.","[{'Entity': 'engine cooling system', 'Label': 'Component'}, {'Entity': 'defective radiator component', 'Label': 'Failure_issue'}, {'Entity': 'engine failure', 'Label': 'Failure_issue'}, {'Entity': 'being stranded on the road', 'Label': 'Failure_issue'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'product recall', 'Label': 'Corrective_action'}, {'Entity': 'September 10, 2015', 'Label': 'Recall_date'}]"
784,"The transmission system in Dodge Charger 2016 models is susceptible to gear shifting problems caused by a faulty sensor component. This issue may result in unexpected gear shifts, posing a danger to both the driver and other road users. Dodge has announced a recall, and affected individuals can call 1-800-853-1403 for assistance. The recall process was initiated on March 15, 2016.","[{'Entity': 'transmission system', 'Label': 'Component'}, {'Entity': 'faulty sensor component', 'Label': 'Failure_issue'}, {'Entity': 'unexpected gear shifts', 'Label': 'Failure_issue'}, {'Entity': 'danger to both the driver and other road users', 'Label': 'Failure_issue'}, {'Entity': 'Dodge', 'Label': 'Manufacturer'}, {'Entity': 'recall', 'Label': 'Corrective_action'}, {'Entity': 'March 15, 2016', 'Label': 'Recall_date'}]"
785,"Ford Motors is recalling certain 2015-2020 Ford F-150 pickup trucks manufactured from January 1, 2015, to June 30, 2020. The bracket supporting the fuel pump may crack, leading to fuel leakage and a fire hazard. Ford will notify owners and dealers will replace the bracket with a reinforced one free of charge. The recall started on July 15, 2020. For more information, contact Ford customer service at 1-800-392-3673.","[{'Entity': 'fuel pump', 'Label': 'Component'}, {'Entity': 'crack', 'Label': 'Failure_issue'}, {'Entity': 'fuel leakage and a fire hazard', 'Label': 'Failure_issue'}, {'Entity': 'Ford Motors', 'Label': 'Manufacturer'}, {'Entity': 'dealers will replace the bracket with a reinforced one free of charge', 'Label': 'Corrective_action'}, {'Entity': 'July 15, 2020', 'Label': 'Recall_date'}]"
786,"Honda is issuing a recall for certain 2018-2021 Honda Accord sedans produced between February 5, 2018, and September 20, 2021. The airbag control module may malfunction, causing the airbags to deploy unexpectedly while driving. Honda dealers will replace the faulty module with a new one at no cost. The recall commenced on October 10, 2021. Contact Honda at 1-888-234-21311 for further details.","[{'Entity': 'airbag control module', 'Label': 'Component'}, {'Entity': 'malfunction', 'Label': 'Failure_issue'}, {'Entity': 'airbags to deploy unexpectedly while driving', 'Label': 'Failure_issue'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'dealers will replace the faulty module with a new one at no cost', 'Label': 'Corrective_action'}, {'Entity': 'October 10, 2021', 'Label': 'Recall_date'}]"
787,"Mercedes-Benz has issued a recall for select 2016-2019 E-Class vehicles manufactured from March 10, 2016, to August 25, 2019. The sunroof glass may shatter unexpectedly due to a defect in the manufacturing process. Mercedes-Benz will notify owners, and specialized technicians will replace the sunroof glass with a stronger variant free of charge. The recall was initiated on September 5, 2019. Reach out to Mercedes-Benz at 1-800-367-63723 for additional support.","[{'Entity': 'sunroof glass', 'Label': 'Component'}, {'Entity': 'shatter unexpectedly', 'Label': 'Failure_issue'}, {'Entity': 'defect in the manufacturing process', 'Label': 'Failure_issue'}, {'Entity': 'Mercedes-Benz', 'Label': 'Manufacturer'}, {'Entity': 'replace the sunroof glass with a stronger variant free of charge', 'Label': 'Corrective_action'}, {'Entity': 'September 5, 2019', 'Label': 'Recall_date'}]"
788,"Toyota is recalling specific Sienna minivans produced between April 7, 2017, and November 30, 2020. The sliding door latch mechanisms may fail, leading to the doors opening unexpectedly while the vehicle is in motion. Toyota dealers will inspect and replace the faulty latches as necessary at no cost to the owners. The recall began on December 15, 2020. For inquiries, contact Toyota customer service at 1-800-331-43300.","[{'Entity': 'sliding door latch mechanisms', 'Label': 'Component'}, {'Entity': 'fail', 'Label': 'Failure_issue'}, {'Entity': 'doors opening unexpectedly while the vehicle is in motion', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'inspect and replace the faulty latches as necessary at no cost to the owners', 'Label': 'Corrective_action'}, {'Entity': 'December 15, 2020', 'Label': 'Recall_date'}]"
789,"Chevrolet is recalling 2014-2018 Silverado trucks manufactured from May 10, 2014, to August 28, 2018. The accelerator pedal sensor can malfunction, resulting in unintended acceleration. Chevrolet will send notifications to affected owners, and authorized service centers will recalibrate or replace the sensor free of charge. The recall started on September 10, 2018. For further assistance, reach Chevrolet at 1-800-222-10232.","[{'Entity': 'accelerator pedal sensor', 'Label': 'Component'}, {'Entity': 'malfunction', 'Label': 'Failure_issue'}, {'Entity': 'unintended acceleration', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'recalibrate or replace the sensor free of charge', 'Label': 'Corrective_action'}, {'Entity': 'September 10, 2018', 'Label': 'Recall_date'}]"
790,"Altec Industries Inc. announces a recall of their aerial devices manufactured between January 1, 1999, to July 15, 2014, due to an improperly set hydraulic pressure transducer causing inadvertent boom movement, posing a risk of injury. Owners can contact Altec customer service at 1-205-991-7733 for a free pressure switch replacement. Recall date: January 16, 2015.","[{'Entity': 'hydraulic pressure transducer', 'Label': 'Component'}, {'Entity': 'inadvertent boom movement', 'Label': 'Failure_issue'}, {'Entity': 'risk of injury', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace and install a pressure switch, free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Altec Industries Inc', 'Label': 'Manufacturer'}, {'Entity': 'January 16, 2015', 'Label': 'Recall_date'}]"
791,"BMW recalls certain 2005-2007 R 1200 GS Adventure motorcycles for a bracket supporting the audible signaling device that can break, potentially causing the device to fall on the roadway, posing crash hazards. BMW offers free repair by securing bolts using Loctite. Recall date: August 30, 2010.","[{'Entity': 'BRACKET', 'Label': 'Component'}, {'Entity': 'BREAK', 'Label': 'Failure_issue'}, {'Entity': 'CRASH', 'Label': 'Failure_issue'}, {'Entity': 'dealers will repair motorcycles by further securing the bolts using Loctite. The repair will be performed free of charge', 'Label': 'Corrective_action'}, {'Entity': 'R 1200 GS ADVENTURE', 'Label': 'Vehicle_model'}, {'Entity': 'BMW', 'Label': 'Manufacturer'}, {'Entity': 'AUGUST 30, 2010', 'Label': 'Recall_date'}]"
792,"Cracks develop on handlebars of certain vehicles due to the softness of the cushion shock absorbers, leading to potential accidents from loose handlebars causing control loss. Suzuki dealers will replace the affected vehicles' handlebar stay cushion rubbers. Recall number 146.","[{'Entity': 'HANDLEBAR MOUNTING BRACKETS', 'Label': 'Component'}, {'Entity': 'CRACKS', 'Label': 'Failure_issue'}, {'Entity': 'LOOSENESS', 'Label': 'Failure_issue'}, {'Entity': 'HANDLEBAR', 'Label': 'Component'}, {'Entity': 'LOSS OF CONTROL AND AN ACCIDENT', 'Label': 'Failure_issue'}, {'Entity': 'SUZUKI', 'Label': 'Manufacturer'}, {'Entity': 'REPLACE THE HANDLEBAR STAY CUSHION RUBBERS AND THE HANDLEBAR OF THE AFFECTED VEHICLES', 'Label': 'Corrective_action'}]"
793,"The steering column in certain Ford Fusion model year 2010-2015 vehicles is prone to cracking due to a manufacturing defect, potentially causing loss of control while driving. Ford will replace the faulty steering columns free of charge as part of a safety recall initiated on July 20, 2015. Contact Ford customer service at 1-800-392-3673 for assistance. The affected vehicles are advised not to be driven until the issue is resolved.","[{'Entity': 'steering column', 'Label': 'Component'}, {'Entity': 'cracking', 'Label': 'Failure_issue'}, {'Entity': 'loss of control', 'Label': 'Failure_issue'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty steering columns free of charge', 'Label': 'Corrective_action'}, {'Entity': 'July 20, 2015', 'Label': 'Recall_date'}]"
794,"Certain Toyota Camry hybrid vehicles from the model years 2018-2020 are at risk of a battery leak that can lead to electrical system failure. Toyota has issued a safety recall and will replace the faulty batteries at no cost. The recall began on May 5, 2020. Owners can reach out to Toyota at 1-800-331-4331 for further guidance. It is advised not to drive the vehicles until the battery issue is rectified.","[{'Entity': 'battery', 'Label': 'Component'}, {'Entity': 'battery leak', 'Label': 'Failure_issue'}, {'Entity': 'electrical system failure', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty batteries at no cost', 'Label': 'Corrective_action'}, {'Entity': 'May 5, 2020', 'Label': 'Recall_date'}]"
795,"Nissan Rogue SUVs from the model year 2017-2019 are experiencing issues with the rear liftgate module causing unintended opening while driving. Nissan is conducting a safety recall to address this issue by replacing the faulty modules free of charge. The recall started on September 15, 2019. If you own one of these vehicles, contact Nissan at 1-800-647-7261 for assistance in scheduling a repair.","[{'Entity': 'rear liftgate module', 'Label': 'Component'}, {'Entity': 'unintended opening', 'Label': 'Failure_issue'}, {'Entity': 'Nissan', 'Label': 'Manufacturer'}, {'Entity': 'replace the faulty modules free of charge', 'Label': 'Corrective_action'}, {'Entity': 'September 15, 2019', 'Label': 'Recall_date'}]"
796,"Hyundai Sonata sedans manufactured between 2015-2017 have been identified with faulty airbag sensors prone to malfunction, which could lead to non-deployment during a collision. Hyundai is initiating a safety recall to replace the defective sensors at no additional cost to the owners starting from June 10, 2018. Contact Hyundai customer support at 1-800-633-5151 for more information.","[{'Entity': 'airbag sensors', 'Label': 'Component'}, {'Entity': 'malfunction', 'Label': 'Failure_issue'}, {'Entity': 'non-deployment during a collision', 'Label': 'Failure_issue'}, {'Entity': 'Hyundai', 'Label': 'Manufacturer'}, {'Entity': 'replace the defective sensors at no additional cost to the owners', 'Label': 'Corrective_action'}, {'Entity': 'June 10, 2018', 'Label': 'Recall_date'}]"
